Unnamed: 0,chembl_id,value,smiles,Fixed_SMILES,Processing_Status,Filter_Status
305,CHEMBL1927008,91.0,COc1ccc(N(Cc2cccc(C#N)n2)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(C#N)nc3C)CC2)cc1,COc1ccc(N(Cc2cccc(C#N)n2)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(C#N)nc3C)CC2)cc1,Success,Pass
306,CHEMBL1927009,84.0,COc1ccc(N(Cc2cccc(C#N)n2)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)cc1,COc1ccc(N(Cc2cccc(C#N)n2)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)cc1,Success,Pass
307,CHEMBL1927010,79.0,COc1ccc(N(Cc2cccc(C#N)n2)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(F)nc3C)CC2)cc1,COc1ccc(N(Cc2cccc(C#N)n2)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(F)nc3C)CC2)cc1,Success,Pass
308,CHEMBL1927165,69.3,COc1ccc2ncc(F)c([C@@H](O)CN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,COc1ccc2ncc(F)c([C@@H](O)CN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,Success,Pass
309,CHEMBL1928645,96.7,N#Cc1cc(Cl)cc(Oc2c(Cl)ccn(Cc3n[nH]c4ncccc34)c2=O)c1,N#Cc1cc(Cl)cc(Oc2c(Cl)ccn(Cc3n[nH]c4ncccc34)c2=O)c1,Success,Pass
310,CHEMBL192965,96.0,CC(C)Cc1ccc([C@@H](C)C(=O)N[C@H](C)C(=O)O)cc1,CC(C)Cc1ccc([C@@H](C)C(=O)N[C@H](C)C(=O)O)cc1,Success,Pass
311,CHEMBL193240,97.0,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,Success,Pass
312,CHEMBL1933164,99.7,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNCC2)CNC3=O)ccn1)c1ccc2ccccc2c1,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNCC2)CNC3=O)ccn1)c1ccc2ccccc2c1,Success,Pass
313,CHEMBL1933170,99.5,CN1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(NC(=O)c4ccc5ccccc5c4)c3)[nH]c12,CN1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(NC(=O)c4ccc5ccccc5c4)c3)[nH]c12,Success,Pass
314,CHEMBL1933173,95.8,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNCC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNCC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,Success,Pass
315,CHEMBL1933174,97.3,CN1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)[nH]c12,CN1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)[nH]c12,Success,Pass
316,CHEMBL1933179,99.6,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCCNC2)CNC3=O)ccn1)c1ccc2ccccc2c1,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCCNC2)CNC3=O)ccn1)c1ccc2ccccc2c1,Success,Pass
317,CHEMBL1933183,98.7,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCCNC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCCNC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,Success,Pass
318,CHEMBL1933189,99.8,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNC2)CNC3=O)ccn1)c1ccc2ccccc2c1,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNC2)CNC3=O)ccn1)c1ccc2ccccc2c1,Success,Pass
319,CHEMBL1933192,98.3,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,Success,Pass
320,CHEMBL1935114,26.0,C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)C(C)(C)C2)cc1,C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)C(C)(C)C2)cc1,Success,Pass
321,CHEMBL1935425,77.0,O=S1(=O)CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,O=S1(=O)CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,Success,Pass
322,CHEMBL1939222,98.0,O=c1cc(COc2cc(Cl)cc(Cl)c2)[nH][nH]1,O=c1cc(COc2cc(Cl)cc(Cl)c2)[nH][nH]1,Success,Pass
323,CHEMBL193998,98.0,COc1ccc2c(c1)CN(c1ccc(C(C)C(=O)O)cc1)C2=O,COc1ccc2c(c1)CN(c1ccc(C(C)C(=O)O)cc1)C2=O,Success,Pass
324,CHEMBL1945829,91.0,O=C(O[C@@H]1COc2nc([N+](=O)[O-])cn2C1)N1CCN(c2ccc(OC(F)(F)F)cc2)CC1,O=C(O[C@@H]1COc2nc([N+](=O)[O-])cn2C1)N1CCN(c2ccc(OC(F)(F)F)cc2)CC1,Success,Pass
325,CHEMBL1945843,44.0,C[C@@H]1CCCN1CCCOc1ccc(-c2cnn(-c3ccccn3)c(=O)c2)cc1,C[C@@H]1CCCN1CCCOc1ccc(-c2cnn(-c3ccccn3)c(=O)c2)cc1,Success,Pass
326,CHEMBL1945845,58.0,Cc1n[nH]c(=O)cc1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,Cc1n[nH]c(=O)cc1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,Success,Pass
327,CHEMBL19490,98.5,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,Success,Pass
328,CHEMBL1950743,50.0,CC1(C)CC(c2ccc(OC3CCN(C4CCC4)CC3)cc2)=NNC1=O,CC1(C)CC(c2ccc(OC3CCN(C4CCC4)CC3)cc2)=NNC1=O,Success,Pass
329,CHEMBL1956416,90.0,CC(C)c1cc(C(C)(C)C)cc(-c2ccc(F)cc2)c1CO,CC(C)c1cc(C(C)(C)C)cc(-c2ccc(F)cc2)c1CO,Success,Pass
330,CHEMBL1957816,67.4,O=C(c1cccn2ccnc12)N1CCN(CCc2ccc(F)cc2F)CC1,O=C(c1cccn2ccnc12)N1CCN(CCc2ccc(F)cc2F)CC1,Success,Pass
331,CHEMBL1964261,97.4,C[C@@H](Oc1cc(-n2cnc3ccc(OCCCN(C)C)cc32)sc1C(N)=O)c1ccccc1Cl,C[C@@H](Oc1cc(-n2cnc3ccc(OCCCN(C)C)cc32)sc1C(N)=O)c1ccccc1Cl,Success,Pass
332,CHEMBL1964262,96.2,C[C@@H](Oc1cc(-n2cnc3ccc(OC[C@H](O)CN4CCCC4)cc32)sc1C(N)=O)c1ccccc1Cl,C[C@@H](Oc1cc(-n2cnc3ccc(OC[C@H](O)CN4CCCC4)cc32)sc1C(N)=O)c1ccccc1Cl,Success,Pass
333,CHEMBL1964263,96.6,C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCNCC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCNCC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,Success,Pass
334,CHEMBL1964264,96.9,C[C@@H](Oc1cc(-n2cnc3ccc(O[C@H]4CCCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,C[C@@H](Oc1cc(-n2cnc3ccc(O[C@H]4CCCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,Success,Pass
335,CHEMBL1964265,98.0,C[C@@H](Oc1cc(-n2cnc3ccc(O[C@@H]4CCCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,C[C@@H](Oc1cc(-n2cnc3ccc(O[C@@H]4CCCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,Success,Pass
336,CHEMBL196478,93.0,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc(F)cc1F,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc(F)cc1F,Success,Pass
337,CHEMBL196803,92.0,Cc1cc2cc(NC(N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)=C(C#N)C#N)ccc2o1,Cc1cc2cc(NC(N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)=C(C#N)C#N)ccc2o1,Success,Pass
338,CHEMBL199145,99.2,O=C(NCc1ccc(F)cc1)c1ncc2cccnc2c1O,O=C(NCc1ccc(F)cc1)c1ncc2cccnc2c1O,Success,Pass
339,CHEMBL200715,85.0,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2,Success,Pass
340,CHEMBL2010898,98.0,CCCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCOC2,CCCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCOC2,Success,Pass
341,CHEMBL2010903,99.0,CCCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCNC2,CCCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCNC2,Success,Pass
342,CHEMBL2010907,99.0,CCCNC(=O)c1c(NC(=O)C23CC4CC(CC(C4)C2)C3)sc2c1CCOC2,CCCNC(=O)c1c(NC(=O)C23CC4CC(CC(C4)C2)C3)sc2c1CCOC2,Success,Pass
343,CHEMBL2012958,88.8,Cc1nc2c(C#N)cccc2n1-c1ccc(C(=O)NC2CC2)s1,Cc1nc2c(C#N)cccc2n1-c1ccc(C(=O)NC2CC2)s1,Success,Pass
344,CHEMBL2013012,99.1,CC(C)S(=O)(=O)NC[C@H]1CC[C@H](NC(=O)CN2CCc3cc(Cl)ccc32)CC1,CC(C)S(=O)(=O)NC[C@H]1CC[C@H](NC(=O)CN2CCc3cc(Cl)ccc32)CC1,Success,Pass
345,CHEMBL2013020,99.6,CC(C)S(=O)(=O)NC[C@H]1CC[C@H](NC(=O)Cn2ccc3cc(Cl)ccc32)CC1,CC(C)S(=O)(=O)NC[C@H]1CC[C@H](NC(=O)Cn2ccc3cc(Cl)ccc32)CC1,Success,Pass
346,CHEMBL2017283,97.7,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(-c3ccccc3C(C)(C)C)c12,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(-c3ccccc3C(C)(C)C)c12,Success,Pass
347,CHEMBL2018964,99.5,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(C)=O)c1,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(C)=O)c1,Success,Pass
348,CHEMBL2029678,98.8,COCCOc1cnc2ccc([C@H](C)n3nnc4ccn(-c5cc(C)ns5)c(=O)c43)cc2c1,COCCOc1cnc2ccc([C@H](C)n3nnc4ccn(-c5cc(C)ns5)c(=O)c43)cc2c1,Success,Pass
349,CHEMBL2029687,95.5,COCCOc1cnc2ccc([C@H](C)n3nnc4ccn(-c5ccc(F)c(F)c5)c(=O)c43)cc2c1,COCCOc1cnc2ccc([C@H](C)n3nnc4ccn(-c5ccc(F)c(F)c5)c(=O)c43)cc2c1,Success,Pass
350,CHEMBL2035815,100.0,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(Oc3cc(C(F)(F)F)nn3C)c(Cl)c2)n1,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(Oc3cc(C(F)(F)F)nn3C)c(Cl)c2)n1,Success,Pass
351,CHEMBL2037486,92.0,COc1ccc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,COc1ccc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,Success,Pass
352,CHEMBL2037487,76.0,COc1ccc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,COc1ccc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,Success,Pass
353,CHEMBL2037488,61.0,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(O)nc1,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(O)nc1,Success,Pass
354,CHEMBL2037489,74.0,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(N(C)C)nc1,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(N(C)C)nc1,Success,Pass
355,CHEMBL2037490,70.0,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(N(C)C)nc1,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(N(C)C)nc1,Success,Pass
356,CHEMBL2037491,83.0,Cc1ccc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,Cc1ccc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,Success,Pass
357,CHEMBL2037492,67.0,Cc1ccc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,Cc1ccc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,Success,Pass
358,CHEMBL2037493,76.0,Cc1ccc([C@H](C(=O)N2CCCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,Cc1ccc([C@H](C(=O)N2CCCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1,Success,Pass
359,CHEMBL2041170,97.3,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc(N4CCOCC4)cc3)cc1)C(=O)N2c1cc(O)ncn1,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc(N4CCOCC4)cc3)cc1)C(=O)N2c1cc(O)ncn1,Success,Pass
360,CHEMBL2041180,97.8,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4)nc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4)nc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,Success,Pass
361,CHEMBL2041181,98.7,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4C)nc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4C)nc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,Success,Pass
362,CHEMBL2041190,95.4,Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3cnccn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3cnccn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,Success,Pass
363,CHEMBL2041191,90.0,Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3cnccn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cn1,Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3cnccn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cn1,Success,Pass
364,CHEMBL2041192,98.4,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc(C(=O)O)cc3)cc1)C(=O)N2c1ccncn1,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc(C(=O)O)cc3)cc1)C(=O)N2c1ccncn1,Success,Pass
365,CHEMBL2041193,96.0,Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3ccncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3ccncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,Success,Pass
366,CHEMBL2041978,74.4,Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cn1,Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cn1,Success,Pass
367,CHEMBL2041979,56.9,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(F)nc3)c2)cc1,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(F)nc3)c2)cc1,Success,Pass
368,CHEMBL2041980,86.1,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,Success,Pass
369,CHEMBL2041981,45.9,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(CO)nc3)c2)cc1,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(CO)nc3)c2)cc1,Success,Pass
370,CHEMBL2041985,94.1,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3cccc(C(F)(F)F)c3)c2)cc1,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3cccc(C(F)(F)F)c3)c2)cc1,Success,Pass
371,CHEMBL2041987,96.9,Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cc1C(F)(F)F,Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cc1C(F)(F)F,Success,Pass
372,CHEMBL2041988,94.8,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)c(F)c3)c2)cc1,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)c(F)c3)c2)cc1,Success,Pass
373,CHEMBL2041991,96.2,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)cc3)c2)cc1,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)cc3)c2)cc1,Success,Pass
374,CHEMBL2041994,94.4,Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)c2cccnc12,Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)c2cccnc12,Success,Pass
375,CHEMBL2042002,81.8,CNC(=O)c1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cc1,CNC(=O)c1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cc1,Success,Pass
376,CHEMBL2042003,78.4,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)c2)cc1,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)c2)cc1,Success,Pass
377,CHEMBL2042533,100.0,O=C(O)c1cc(Cc2ccccc2)c2ccccn2c1=O,O=C(O)c1cc(Cc2ccccc2)c2ccccn2c1=O,Success,Pass
378,CHEMBL2042534,100.0,O=C(O)c1cc(Cc2ccc(Cl)cc2)c2ccccn2c1=O,O=C(O)c1cc(Cc2ccc(Cl)cc2)c2ccccn2c1=O,Success,Pass
379,CHEMBL2042536,99.7,O=C(O)c1cc(Cc2ccc(-c3cccnc3)cc2)c2ccccn2c1=O,O=C(O)c1cc(Cc2ccc(-c3cccnc3)cc2)c2ccccn2c1=O,Success,Pass
380,CHEMBL2042537,100.0,O=C(O)c1cc(Cc2ccc(-c3ccccn3)cc2)c2ccccn2c1=O,O=C(O)c1cc(Cc2ccc(-c3ccccn3)cc2)c2ccccn2c1=O,Success,Pass
381,CHEMBL2042688,74.0,O=C(O)c1cc(CN2CCN(c3ccccc3)CC2)c2ccccn2c1=O,O=C(O)c1cc(CN2CCN(c3ccccc3)CC2)c2ccccn2c1=O,Success,Pass
382,CHEMBL2042689,52.1,O=C(O)c1cc(CN2CCN(c3ccccc3)C(=O)C2)c2ccccn2c1=O,O=C(O)c1cc(CN2CCN(c3ccccc3)C(=O)C2)c2ccccn2c1=O,Success,Pass
383,CHEMBL2042691,93.5,O=C(O)c1cc(CN2CCN(c3ccc(Br)cc3)CC2)c2ccccn2c1=O,O=C(O)c1cc(CN2CCN(c3ccc(Br)cc3)CC2)c2ccccn2c1=O,Success,Pass
384,CHEMBL2042692,95.1,O=C(O)c1cc(CN2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2ccccn2c1=O,O=C(O)c1cc(CN2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2ccccn2c1=O,Success,Pass
385,CHEMBL2043168,99.4,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,Success,Pass
386,CHEMBL2043325,99.7,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4C)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4C)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,Success,Pass
387,CHEMBL2047286,95.0,CCOC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,CCOC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,Success,Pass
388,CHEMBL2047287,93.0,CCS(=O)(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,CCS(=O)(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,Success,Pass
389,CHEMBL2047289,98.0,CCCC(=O)N(C)c1cccc(NC(=O)c2ccccc2Br)c1,CCCC(=O)N(C)c1cccc(NC(=O)c2ccccc2Br)c1,Success,Pass
390,CHEMBL2047290,89.0,CCCC(=O)Nc1cccc(N(C)C(=O)c2ccccc2Br)c1,CCCC(=O)Nc1cccc(N(C)C(=O)c2ccccc2Br)c1,Success,Pass
391,CHEMBL2047291,95.0,CN(C(=O)c1ccccc1Br)c1cccc(NC(=O)C2CCCC2)c1,CN(C(=O)c1ccccc1Br)c1cccc(NC(=O)C2CCCC2)c1,Success,Pass
392,CHEMBL2047292,82.0,O=C(Nc1cccc(N2CCCCC2=O)c1)c1ccccc1Br,O=C(Nc1cccc(N2CCCCC2=O)c1)c1ccccc1Br,Success,Pass
393,CHEMBL2047293,91.0,O=C(Nc1cccc(N2CCCS2(=O)=O)c1)c1ccccc1Br,O=C(Nc1cccc(N2CCCS2(=O)=O)c1)c1ccccc1Br,Success,Pass
394,CHEMBL2047294,99.0,CC(=O)N1CCCc2ccc(NC(=O)c3ccccc3Br)cc21,CC(=O)N1CCCc2ccc(NC(=O)c3ccccc3Br)cc21,Success,Pass
395,CHEMBL2047295,98.0,CCS(=O)(=O)N1CCCc2ccc(NC(=O)c3ccccc3Br)cc21,CCS(=O)(=O)N1CCCc2ccc(NC(=O)c3ccccc3Br)cc21,Success,Pass
396,CHEMBL2047296,99.0,CCCC(=O)Nc1cccc(NCc2ccccc2Br)c1,CCCC(=O)Nc1cccc(NCc2ccccc2Br)c1,Success,Pass
397,CHEMBL2047297,97.0,CCCCNc1cccc(NC(=O)c2ccccc2Br)c1,CCCCNc1cccc(NC(=O)c2ccccc2Br)c1,Success,Pass
398,CHEMBL2047298,95.0,CCC(C)(C)C(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,CCC(C)(C)C(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,Success,Pass
399,CHEMBL2047299,93.0,CC(C)CC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,CC(C)CC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,Success,Pass
400,CHEMBL2047300,96.0,Cc1ccccc1C(=O)Nc1cccc(NC(=O)CC(C)C)c1,Cc1ccccc1C(=O)Nc1cccc(NC(=O)CC(C)C)c1,Success,Pass
401,CHEMBL2047937,65.0,C=C(C(=O)OCC)C(O)c1ccccc1Cl,C=C(C(=O)OCC)C(O)c1ccccc1Cl,Success,Pass
402,CHEMBL205596,88.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,Success,Pass
404,CHEMBL2064304,98.0,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4ccccc43)cc2Cl)[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4ccccc43)cc2Cl)[C@@H](O)[C@@H](O)[C@@H]1O,Success,Pass
405,CHEMBL2064305,99.0,O=[N+]([O-])c1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,O=[N+]([O-])c1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,Success,Pass
406,CHEMBL2064306,96.0,COc1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,COc1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,Success,Pass
407,CHEMBL2064308,99.0,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4cc(C(F)(F)F)ccc43)cc2Cl)[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4cc(C(F)(F)F)ccc43)cc2Cl)[C@@H](O)[C@@H](O)[C@@H]1O,Success,Pass
408,CHEMBL2064309,98.0,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4ccccc43)cc2F)[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4ccccc43)cc2F)[C@@H](O)[C@@H](O)[C@@H]1O,Success,Pass
