Unnamed: 0,chembl_id,value,smiles,Fixed_SMILES,Processing_Status,Filter_Status
697,CHEMBL276682,92.0,O=C(O)CC[C@H](NC(=O)c1ccc(N(CCCl)CCCl)cc1)C(=O)O,O=C(O)CC[C@H](NC(=O)c1ccc(N(CCCl)CCCl)cc1)C(=O)O,Success,Pass
698,CHEMBL277062,60.0,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,Success,Pass
699,CHEMBL277959,96.3,CN(C)Cc1nccn1-c1ccc(N2CCC(NS(=O)(=O)c3cc4cc(Cl)ccc4s3)C2=O)c(F)c1,CN(C)Cc1nccn1-c1ccc(N2CCC(NS(=O)(=O)c3cc4cc(Cl)ccc4s3)C2=O)c(F)c1,Success,Pass
700,CHEMBL297453,85.0,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Success,Pass
701,CHEMBL30,19.0,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,Success,Pass
702,CHEMBL302795,98.4,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,Success,Pass
703,CHEMBL308954,99.8,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,Success,Pass
704,CHEMBL3092130,99.0,Nc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,Nc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,Success,Pass
705,CHEMBL3092131,99.68,O=C(O)c1csc(-n2nc(-c3ccccc3)c3c2-c2ccccc2C3)n1,O=C(O)c1csc(-n2nc(-c3ccccc3)c3c2-c2ccccc2C3)n1,Success,Pass
706,CHEMBL3092133,99.88,O=C(O)c1csc(-n2nc3c(c2-c2ccccc2)CCc2ccccc2-3)n1,O=C(O)c1csc(-n2nc3c(c2-c2ccccc2)CCc2ccccc2-3)n1,Success,Pass
707,CHEMBL3092613,100.0,CC(C)(C)CN1CCc2c(cccc2Oc2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)C1,CC(C)(C)CN1CCc2c(cccc2Oc2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)C1,Success,Pass
708,CHEMBL3092629,99.7,CN1Cc2cccc(Oc3ncccc3NC(=O)Nc3ccc(OC(F)(F)F)cc3)c2C1C(C)(C)C,CN1Cc2cccc(Oc3ncccc3NC(=O)Nc3ccc(OC(F)(F)F)cc3)c2C1C(C)(C)C,Success,Pass
709,CHEMBL3092631,99.9,CC(C)(C)CN1CCC(c2ccccc2Oc2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,CC(C)(C)CN1CCC(c2ccccc2Oc2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,Success,Pass
710,CHEMBL3099133,99.3,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(-c2ccccc2)nn1CC(=O)O,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(-c2ccccc2)nn1CC(=O)O,Success,Pass
711,CHEMBL31,20.0,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Success,Pass
724,CHEMBL3120194,37.5,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N/C(N)=N\O)C1,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N/C(N)=N\O)C1,Success,Pass
725,CHEMBL3120196,34.8,Br.CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(C)=N)C1,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(C)=N)C1,Success,Pass
726,CHEMBL3128042,96.0,COCCNc1nc2ccc(C#CC3(O)CCCCC3)cc2n1-c1ccnc(N)n1,COCCNc1nc2ccc(C#CC3(O)CCCCC3)cc2n1-c1ccnc(N)n1,Success,Pass
727,CHEMBL3133882,94.92,O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(I)cc2N1,O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(I)cc2N1,Success,Pass
728,CHEMBL3133883,98.46,O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(-c3cccc(I)c3)cc2N1,O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(-c3cccc(I)c3)cc2N1,Success,Pass
729,CHEMBL3133884,98.67,O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(-c3ccc(I)cc3)cc2N1,O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(-c3ccc(I)cc3)cc2N1,Success,Pass
730,CHEMBL3133885,92.41,COc1cc2c(cc1C(F)(F)F)NC(=O)CC(c1cccc(-n3ccnc3)c1)=N2,COc1cc2c(cc1C(F)(F)F)NC(=O)CC(c1cccc(-n3ccnc3)c1)=N2,Success,Pass
731,CHEMBL3133886,95.12,O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2cc(OCCCF)c(C(F)(F)F)cc2N1,O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2cc(OCCCF)c(C(F)(F)F)cc2N1,Success,Pass
732,CHEMBL3133887,98.32,COc1cc2c(cc1-c1ccc(I)cc1)NC(=O)CC(c1cccc(-n3ccnc3)c1)=N2,COc1cc2c(cc1-c1ccc(I)cc1)NC(=O)CC(c1cccc(-n3ccnc3)c1)=N2,Success,Pass
733,CHEMBL3183075,35.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,Success,Pass
734,CHEMBL32,48.9,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Success,Pass
735,CHEMBL3216526,98.3,CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12.Cl.Cl,CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12,Success,Pass
736,CHEMBL3216541,96.7,CCN(CC)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12.Cl.Cl,CCN(CC)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12,Success,Pass
737,CHEMBL3217788,87.75,O=C(c1cc(-c2ccccc2)c2cc(F)ccc2n1)N1CCOCC1,O=C(c1cc(-c2ccccc2)c2cc(F)ccc2n1)N1CCOCC1,Success,Pass
741,CHEMBL3220893,95.02,CN(C)C(=O)c1nc2ccccc2c(-c2ccccc2)c1CI,CN(C)C(=O)c1nc2ccccc2c(-c2ccccc2)c1CI,Success,Pass
742,CHEMBL3220894,95.3,O=C(c1nc2ccccc2c(-c2ccccc2)c1CI)N1CCOCC1,O=C(c1nc2ccccc2c(-c2ccccc2)c1CI)N1CCOCC1,Success,Pass
743,CHEMBL3220895,95.38,O=C(c1cc(-c2ccccc2)c2cc(I)ccc2n1)N1CCOCC1,O=C(c1cc(-c2ccccc2)c2cc(I)ccc2n1)N1CCOCC1,Success,Pass
744,CHEMBL3220896,98.19,O=C(c1cc(-c2ccccc2)c2cccc(I)c2n1)N1CCOCC1,O=C(c1cc(-c2ccccc2)c2cccc(I)c2n1)N1CCOCC1,Success,Pass
745,CHEMBL3220897,91.24,O=C(c1cc(-c2ccccc2I)c2ccccc2n1)N1CCOCC1,O=C(c1cc(-c2ccccc2I)c2ccccc2n1)N1CCOCC1,Success,Pass
746,CHEMBL3220898,94.09,CCN(CC)C(=O)c1cc(-c2ccccc2I)c2ccccc2n1,CCN(CC)C(=O)c1cc(-c2ccccc2I)c2ccccc2n1,Success,Pass
747,CHEMBL3234326,97.1,Cc1cccc(C)c1NC(=O)C1CCN(Cc2ccccc2)C1,Cc1cccc(C)c1NC(=O)C1CCN(Cc2ccccc2)C1,Success,Pass
748,CHEMBL3234330,95.3,Cc1cccc(C)c1NC(=O)CC(C)NCc1ccccc1,Cc1cccc(C)c1NC(=O)CC(C)NCc1ccccc1,Success,Pass
749,CHEMBL3234331,96.7,Cc1cccc(C)c1NC(=O)CC(C)NCc1cccc2ccccc12,Cc1cccc(C)c1NC(=O)CC(C)NCc1cccc2ccccc12,Success,Pass
750,CHEMBL325554,11.0,,,"No registered converter was able to produce a C++ rvalue of type std::__cxx11::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > from this Python object of type float",Skipped (No Fixed_SMILES)
751,CHEMBL3310825,97.7,COc1cccc2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)nn2C,COc1cccc2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)nn2C,Success,Pass
752,CHEMBL3310839,93.0,COc1cc2[nH]c(=O)[nH]c2nc1NS(=O)(=O)c1cccc(Cl)c1Cl,COc1cc2[nH]c(=O)[nH]c2nc1NS(=O)(=O)c1cccc(Cl)c1Cl,Success,Pass
753,CHEMBL3310840,93.0,COc1nc2[nH]c(=O)[nH]c2cc1NS(=O)(=O)c1cccc(Cl)c1Cl,COc1nc2[nH]c(=O)[nH]c2cc1NS(=O)(=O)c1cccc(Cl)c1Cl,Success,Pass
754,CHEMBL3310841,93.0,COc1nc2[nH]c(=O)[nH]c2nc1NS(=O)(=O)c1cccc(Cl)c1Cl,COc1nc2[nH]c(=O)[nH]c2nc1NS(=O)(=O)c1cccc(Cl)c1Cl,Success,Pass
755,CHEMBL3314003,99.0,O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1c(F)cccc1Cl,O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1c(F)cccc1Cl,Success,Pass
756,CHEMBL3314140,97.2,Clc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)cc3)o2)cc1,Clc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)cc3)o2)cc1,Success,Pass
757,CHEMBL3322599,99.3,CCCCc1cc(C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCN(C(=O)OCC)CC2)nc(-c2ccccc2)n1,CCCCc1cc(C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCN(C(=O)OCC)CC2)nc(-c2ccccc2)n1,Success,Pass
758,CHEMBL3322611,98.5,CCCNc1cc(C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCN(C(=O)OCC)CC2)nc(-c2ccccc2)n1,CCCNc1cc(C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCN(C(=O)OCC)CC2)nc(-c2ccccc2)n1,Success,Pass
759,CHEMBL3322615,86.5,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(NCCO)nc(-c3ccccc3)n2)CC1,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(NCCO)nc(-c3ccccc3)n2)CC1,Success,Pass
760,CHEMBL3322625,99.7,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C3CC3)nc(-c3ccccc3)n2)CC1,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C3CC3)nc(-c3ccccc3)n2)CC1,Success,Pass
761,CHEMBL3322643,91.5,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N[C@@H]3CCOC3)nc(-c3ccccc3)n2)CC1,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N[C@@H]3CCOC3)nc(-c3ccccc3)n2)CC1,Success,Pass
762,CHEMBL3322646,87.2,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCO)nc(-c3ccccc3)n2)CC1,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCO)nc(-c3ccccc3)n2)CC1,Success,Pass
763,CHEMBL3322650,96.6,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc([C@H]3C[C@@H]3COC)nc(-c3ccccc3)n2)CC1,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc([C@H]3C[C@@H]3COC)nc(-c3ccccc3)n2)CC1,Success,Pass
764,CHEMBL3327064,85.0,CC(C)C(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1,CC(C)C(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1,Success,Pass
765,CHEMBL3327065,95.1,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(C(=O)C2CC2)CC1,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(C(=O)C2CC2)CC1,Success,Pass
766,CHEMBL3327067,96.3,CC[C@H](C)C(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1,CC[C@H](C)C(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1,Success,Pass
767,CHEMBL3327077,89.0,CC(C)C(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,CC(C)C(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,Success,Pass
768,CHEMBL3327078,92.4,CC[C@H](C)C(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,CC[C@H](C)C(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,Success,Pass
769,CHEMBL3329696,62.0,Cc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N,Cc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N,Success,Pass
770,CHEMBL3330652,98.5,O=C(NOCCO)c1ccn2cncc2c1Nc1ccc(I)cc1F,O=C(NOCCO)c1ccn2cncc2c1Nc1ccc(I)cc1F,Success,Pass
771,CHEMBL3330653,91.0,O=C(NOCCO)c1ncc2cncn2c1Nc1ccc(I)cc1F,O=C(NOCCO)c1ncc2cncn2c1Nc1ccc(I)cc1F,Success,Pass
772,CHEMBL3330654,90.0,C[C@H](O)CONC(=O)c1ncc2cncn2c1Nc1ccc(I)cc1F,C[C@H](O)CONC(=O)c1ncc2cncn2c1Nc1ccc(I)cc1F,Success,Pass
773,CHEMBL3330655,86.0,C[C@H](CO)CONC(=O)c1ncc2cncn2c1Nc1ccc(I)cc1F,C[C@H](CO)CONC(=O)c1ncc2cncn2c1Nc1ccc(I)cc1F,Success,Pass
774,CHEMBL3338194,99.5,CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(Cl)cn4)CC3)cc2=O)c(F)c1,CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(Cl)cn4)CC3)cc2=O)c(F)c1,Success,Pass
775,CHEMBL3343034,90.3,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(C)nc2cc1O,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(C)nc2cc1O,Success,Pass
776,CHEMBL3343035,99.0,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(-c3ccccn3)nc2cc1O,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(-c3ccccn3)nc2cc1O,Success,Pass
777,CHEMBL3343036,99.0,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(Cc3ccccc3)nc2cc1O,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(Cc3ccccc3)nc2cc1O,Success,Pass
778,CHEMBL3343038,99.0,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCC(=O)O,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCC(=O)O,Success,Pass
779,CHEMBL3343040,97.7,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(N)nc2cc1O,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(N)nc2cc1O,Success,Pass
780,CHEMBL3343041,97.9,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(Cl)nc2cc1O,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(Cl)nc2cc1O,Success,Pass
781,CHEMBL3343042,99.0,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(NCCc3ccccn3)nc2cc1O,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(NCCc3ccccn3)nc2cc1O,Success,Pass
782,CHEMBL3343043,98.8,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(NCCCn3ccnc3)nc2cc1O,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(NCCCn3ccnc3)nc2cc1O,Success,Pass
783,CHEMBL3343044,98.4,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)ccc1O,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)ccc1O,Success,Pass
784,CHEMBL3343045,99.0,O=C(Nc1ccc(NC(=O)c2ccccn2)cc1)c1ccc(O)c([N+](=O)[O-])c1,O=C(Nc1ccc(NC(=O)c2ccccn2)cc1)c1ccc(O)c([N+](=O)[O-])c1,Success,Pass
785,CHEMBL3343046,99.0,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)ccc1O,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)ccc1O,Success,Pass
786,CHEMBL3343047,98.9,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)c(N)cc1O,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)c(N)cc1O,Success,Pass
787,CHEMBL3343050,98.1,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)cc(-c2c[nH]c(=O)[nH]c2=O)c1O,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)cc(-c2c[nH]c(=O)[nH]c2=O)c1O,Success,Pass
788,CHEMBL3343051,98.1,O=C(Nc1ccc(NC(=O)c2ccccn2)cc1)c1cccc(-c2c[nH]c(=O)[nH]c2=O)c1,O=C(Nc1ccc(NC(=O)c2ccccn2)cc1)c1cccc(-c2c[nH]c(=O)[nH]c2=O)c1,Success,Pass
789,CHEMBL3343052,99.0,COc1ccc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc1-c1c[nH]c(=O)[nH]c1=O,COc1ccc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc1-c1c[nH]c(=O)[nH]c1=O,Success,Pass
790,CHEMBL3343053,96.8,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc(-c2nn[nH]n2)c1,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc(-c2nn[nH]n2)c1,Success,Pass
791,CHEMBL3343054,98.4,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc(-c2nc(=O)o[nH]2)c1,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc(-c2nc(=O)o[nH]2)c1,Success,Pass
792,CHEMBL3343055,90.3,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc(N2CCC(=O)NC2=O)c1,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc(N2CCC(=O)NC2=O)c1,Success,Pass
793,CHEMBL3343056,99.0,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc(-c2cnc(=O)[nH]c2)c1,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)cc(-c2cnc(=O)[nH]c2)c1,Success,Pass
794,CHEMBL3343057,60.5,COc1cc(C(=O)Nc2ccc(NC(=O)C3CCCCN3)cc2)cc(-c2c[nH]c(=O)[nH]c2=O)c1,COc1cc(C(=O)Nc2ccc(NC(=O)C3CCCCN3)cc2)cc(-c2c[nH]c(=O)[nH]c2=O)c1,Success,Pass
795,CHEMBL3343058,84.1,CCNC(=O)Nc1ccc(NC(=O)c2cc(OC)cc(-c3c[nH]c(=O)[nH]c3=O)c2)cc1,CCNC(=O)Nc1ccc(NC(=O)c2cc(OC)cc(-c3c[nH]c(=O)[nH]c3=O)c2)cc1,Success,Pass
796,CHEMBL3359907,97.3,C[C@@H](Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,C[C@@H](Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,Success,Pass
797,CHEMBL3359908,98.1,CC1(C)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,CC1(C)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,Success,Pass
798,CHEMBL3359921,97.0,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cccc23)CC[C@]1(C)N,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cccc23)CC[C@]1(C)N,Success,Pass
799,CHEMBL3360718,99.0,O=C(Nc1ccc(S(=O)(=O)N2CCC(Cl)CC2)cc1)c1ccc([N+](=O)[O-])o1,O=C(Nc1ccc(S(=O)(=O)N2CCC(Cl)CC2)cc1)c1ccc([N+](=O)[O-])o1,Success,Pass
800,CHEMBL3394868,98.6,COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1nc(-c2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)cc2)c[nH]1)C(C)C,COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1nc(-c2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)cc2)c[nH]1)C(C)C,Success,Pass
801,CHEMBL3401350,94.2,CC(C)[C@]1(C)CC(=O)N(Cc2cc(F)cc(C(=O)N[C@@H](C)c3ccccc3)c2)C(=N)N1,CC(C)[C@]1(C)CC(=O)N(Cc2cc(F)cc(C(=O)N[C@@H](C)c3ccccc3)c2)C(=N)N1,Success,Pass
802,CHEMBL3409256,99.0,NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,Success,Pass
803,CHEMBL3427141,98.0,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1cccc(Cl)c1,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1cccc(Cl)c1,Success,Pass
806,CHEMBL35,98.75,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Success,Pass
807,CHEMBL3545181,48.0,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.O.[Br-],C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,Success,Pass
808,CHEMBL3546703,90.0,CN(C)c1ccc(-c2cc3nccnc3c(OC[C@H]3CCCNC3)n2)cn1,CN(C)c1ccc(-c2cc3nccnc3c(OC[C@H]3CCCNC3)n2)cn1,Success,Pass
809,CHEMBL3578127,99.9,CC1=C(C(N)=O)C(c2ccc(OC(C)C)cc2)n2nc(SCc3ccccc3)nc2N1,CC1=C(C(N)=O)C(c2ccc(OC(C)C)cc2)n2nc(SCc3ccccc3)nc2N1,Success,Pass
810,CHEMBL3578130,99.9,CCSc1ccc(C2C(C(N)=O)=C(C)Nc3nc(SCc4ccccc4)nn32)cc1,CCSc1ccc(C2C(C(N)=O)=C(C)Nc3nc(SCc4ccccc4)nn32)cc1,Success,Pass
811,CHEMBL3578133,97.6,CC1=C(C(N)=O)C(c2ccc(N(C)C)cc2)n2nc(SCc3ccccc3)nc2N1,CC1=C(C(N)=O)C(c2ccc(N(C)C)cc2)n2nc(SCc3ccccc3)nc2N1,Success,Pass
812,CHEMBL3578193,99.9,CC1=C(C(N)=O)C(c2ccc(N(C)C)cc2)n2nc(SCc3ccc([N+](=O)[O-])cc3)nc2N1,CC1=C(C(N)=O)C(c2ccc(N(C)C)cc2)n2nc(SCc3ccc([N+](=O)[O-])cc3)nc2N1,Success,Pass
813,CHEMBL3578194,96.8,CC1=C(C(N)=O)C(c2ccc(N(C)C)cc2)n2nc(SCc3ccc(C#N)cc3)nc2N1,CC1=C(C(N)=O)C(c2ccc(N(C)C)cc2)n2nc(SCc3ccc(C#N)cc3)nc2N1,Success,Pass
814,CHEMBL3578271,99.0,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(Cl)ccc3[nH]2)C1=O,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(Cl)ccc3[nH]2)C1=O,Success,Pass
815,CHEMBL3578274,99.0,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,Success,Pass
816,CHEMBL3578286,99.0,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O,Success,Pass
817,CHEMBL3578293,99.0,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(C(F)(F)F)cccc3[nH]2)C1=O,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(C(F)(F)F)cccc3[nH]2)C1=O,Success,Pass
818,CHEMBL3581201,99.9,CC(C)Oc1ccc(Cl)c(C2CC(=O)C(Sc3cc(O)ccc3C#N)=C(O)C2)c1Cl,CC(C)Oc1ccc(Cl)c(C2CC(=O)C(Sc3cc(O)ccc3C#N)=C(O)C2)c1Cl,Success,Pass
819,CHEMBL3581205,99.9,COc1ccc(Cl)c(SC2=C(O)CC(c3c(Cl)ccc(NC4CCOCC4)c3Cl)CC2=O)c1,COc1ccc(Cl)c(SC2=C(O)CC(c3c(Cl)ccc(NC4CCOCC4)c3Cl)CC2=O)c1,Success,Pass
820,CHEMBL3586433,90.5,Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4cccc(F)c4-n4nccn4)C[C@H]3C2)n1,Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4cccc(F)c4-n4nccn4)C[C@H]3C2)n1,Success,Pass
