,chembl_id,value,smiles
52,CHEMBL1079437,2300.0,Cc1cccc(C)c1CNc1nc(-c2cccc(=O)[nH]2)cc2c(C)c(C)[nH]c12
53,CHEMBL1079481,10000.0,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C
54,CHEMBL1079957,2700.0,Cc1cccc(C)c1CNc1nc(N2CCNC2=O)cc2c(C)c(C)[nH]c12
55,CHEMBL1079958,700.0,CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21
56,CHEMBL1080003,50000.0,COc1ccc2c(C(F)(F)F)c(CC(=O)O)c(=O)oc2c1
57,CHEMBL1080046,600.0,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1
58,CHEMBL1080076,10000.0,CC1(c2ccccc2)CCCN(C(=O)Nc2ccc(-c3ccccc3)cc2)C1
59,CHEMBL1080088,500.0,C=CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21
60,CHEMBL1080293,10000.0,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1
61,CHEMBL1080472,3300.0,Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)[nH]c12
62,CHEMBL1080473,6700.0,Cc1cccc(C)c1CNc1nc(-c2ccccc2)cc2c(C)c(C)[nH]c12
63,CHEMBL1080717,14000.0,Cc1cccc(C)c1CNc1nccn2c(C)c(C)cc12
64,CHEMBL1080787,30000.0,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1
65,CHEMBL1080803,11400.0,Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)n(CCO)c12
66,CHEMBL1080973,10000.0,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(Cl)cc2Cl)C1
67,CHEMBL1080974,10000.0,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3ccccc3C(F)(F)F)cc2)C1
68,CHEMBL1080975,10000.0,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3cccc(Cl)c3)cc2)C1
69,CHEMBL1080982,13000.0,Cc1cccc(C)c1CNc1nc(N2CCOCC2=O)cc2c(C)c(C)n(CCO)c12
70,CHEMBL1081504,100000.0,Cc1cccc(C)c1CNc1ncnc2c(C)c(C)[nH]c12
71,CHEMBL1081505,8800.0,Cc1cccc(C)c1CNc1cccc2c1nc(C)n2C
72,CHEMBL1081687,10000.0,Cc1ncccc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C
73,CHEMBL1081703,10000.0,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3ccccn3)cc2)C1
74,CHEMBL1081860,2500.0,N#Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1
75,CHEMBL1081867,10000.0,Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1
76,CHEMBL1081870,68000.0,Cc1cccc(C)c1CNc1nccc2c1nc(C)n2C
77,CHEMBL1081957,10000.0,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C
78,CHEMBL1082158,27000.0,O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2c(F)cccc2F)c1
79,CHEMBL1082684,10200.0,O=C(NCc1ccccc1OC(F)(F)F)N1CCC(Oc2ncccn2)CC1
